item,restaurant,price_usd
"
Chipotle Cheese Steak Giant
",Jersey Mike's Subs,12.95
"
Chipotle Cheese Steak Wrap
",Jersey Mike's Subs,7.45
"
Chipotle Cheese Steak Sub In A Tub
",Jersey Mike's Subs,7.45
"
Big Kahuna Cheese Steak Regular
",Jersey Mike's Subs,7.95
"
Big Kahuna Cheese Steak Giant
",Jersey Mike's Subs,13.95
"
Big Kahuna Cheese Steak Wrap
",Jersey Mike's Subs,7.95
"
Big Kahuna Cheese Steak Sub In A Tub
",Jersey Mike's Subs,7.95
"
Chicken California Cheese Steak Regular
",Jersey Mike's Subs,7.45
"
Chicken California Cheese Steak Giant
",Jersey Mike's Subs,12.95
"
Chicken California Cheese Steak Wrap
",Jersey Mike's Subs,7.45
"
Chicken California Cheese Steak Sub In A Tub
",Jersey Mike's Subs,7.45
"
Chicken Buffalo Cheese Steak Regular
",Jersey Mike's Subs,7.95
"
Chicken Buffalo Cheese Steak Giant
",Jersey Mike's Subs,13.95
"
Chicken Buffalo Cheese Steak Wrap
",Jersey Mike's Subs,7.95
"
Chicken Buffalo Cheese Steak Sub In A Tub
",Jersey Mike's Subs,7.95
"
Chicken Bacon Ranch Cheese Steak Regular
",Jersey Mike's Subs,7.95
"
Chicken Bacon Ranch Cheese Steak Giant
",Jersey Mike's Subs,13.95
"
Chicken Bacon Ranch Cheese Steak Wrap
",Jersey Mike's Subs,7.95
"
Chicken Bacon Ranch Cheese Steak Sub In A Tub
",Jersey Mike's Subs,7.95
"
Meatball and Cheese Regular
",Jersey Mike's Subs,7.45
"
Meatball and Cheese Giant
",Jersey Mike's Subs,12.95
"
Meatball and Cheese Wrap
",Jersey Mike's Subs,7.45
"
Meatball and Cheese Sub In A Tub
",Jersey Mike's Subs,7.45
"
Grilled Pastrami Reuben Regular
",Jersey Mike's Subs,7.45
"
Grilled Pastrami Reuben Giant
",Jersey Mike's Subs,12.95
"
Grilled Pastrami Reuben Wrap
",Jersey Mike's Subs,7.45
"
Grilled Pastrami Reuben Sub In A Tub
",Jersey Mike's Subs,7.45
"
BBQ Beef Regular
",Jersey Mike's Subs,7.45
"
BBQ Beef Giant
",Jersey Mike's Subs,12.95
"
BBQ Beef Wrap
",Jersey Mike's Subs,7.45
"
BBQ Beef Sub In A Tub
",Jersey Mike's Subs,7.45
"
Chips
",Jersey Mike's Subs,1.19
"
Fountain Drink 22 Oz
",Jersey Mike's Subs,1.89
"
Fountain Drink 32 Oz
",Jersey Mike's Subs,2.29
"
Bottled Drinks
",Jersey Mike's Subs,2.29
"
Cookie 1 Pc
",Jersey Mike's Subs,0.65
"
Cookie 3 Pc
",Jersey Mike's Subs,1.85
"
Brownie 1 Pc
",Jersey Mike's Subs,1.89
Premium Mozzarella Cheese,Jet's Pizza,7.99
Premium Mozzarella Cheese,Jet's Pizza,9.99
Premium Mozzarella Cheese,Jet's Pizza,11.00
Premium Mozzarella Cheese,Jet's Pizza,13.99
Premium Mozzarella Cheese,Jet's Pizza,33.00
BBQ Chicken,Jet's Pizza,11.26
BBQ Chicken,Jet's Pizza,14.16
BBQ Chicken,Jet's Pizza,16.07
BBQ Chicken,Jet's Pizza,19.96
BBQ Chicken,Jet's Pizza,48.21
BLT,Jet's Pizza,11.26
BLT,Jet's Pizza,14.16
BLT,Jet's Pizza,16.07
BLT,Jet's Pizza,19.96
BLT,Jet's Pizza,48.21
Chicken Parmesan,Jet's Pizza,11.26
Chicken Parmesan,Jet's Pizza,14.16
Chicken Parmesan,Jet's Pizza,16.07
Chicken Parmesan,Jet's Pizza,19.96
Chicken Parmesan,Jet's Pizza,48.21
Hawaiian,Jet's Pizza,11.26
Hawaiian,Jet's Pizza,14.16
Hawaiian,Jet's Pizza,16.07
Hawaiian,Jet's Pizza,19.96
Hawaiian,Jet's Pizza,48.21
Super Special,Jet's Pizza,12.35
Super Special,Jet's Pizza,15.55
Super Special,Jet's Pizza,17.76
Super Special,Jet's Pizza,21.95
Super Special,Jet's Pizza,53.28
All Meaty,Jet's Pizza,12.35
All Meaty,Jet's Pizza,15.55
All Meaty,Jet's Pizza,17.76
All Meaty,Jet's Pizza,21.95
All Meaty,Jet's Pizza,53.28
Veggie,Jet's Pizza,12.35
Veggie,Jet's Pizza,15.55
Veggie,Jet's Pizza,17.76
Veggie,Jet's Pizza,21.95
Veggie,Jet's Pizza,53.28
Grilled Chicken,Jet's Pizza,12.35
Grilled Chicken,Jet's Pizza,15.55
Grilled Chicken,Jet's Pizza,17.76
Grilled Chicken,Jet's Pizza,21.95
Grilled Chicken,Jet's Pizza,53.28
Buffalo Ranch Chicken,Jet's Pizza,12.35
Buffalo Ranch Chicken,Jet's Pizza,15.55
Buffalo Ranch Chicken,Jet's Pizza,17.76
Buffalo Ranch Chicken,Jet's Pizza,21.95
Buffalo Ranch Chicken,Jet's Pizza,53.28
Italian Sausage Supreme,Jet's Pizza,12.35
Italian Sausage Supreme,Jet's Pizza,15.55
Italian Sausage Supreme,Jet's Pizza,17.76
Italian Sausage Supreme,Jet's Pizza,21.95
Italian Sausage Supreme,Jet's Pizza,53.28
Jet 10,Jet's Pizza,13.44
Jet 10,Jet's Pizza,16.94
Jet 10,Jet's Pizza,19.45
Jet 10,Jet's Pizza,23.94
Jet 10,Jet's Pizza,58.35
Each Topping,Jet's Pizza,1.09
Each Topping,Jet's Pizza,1.39
Each Topping,Jet's Pizza,1.69
Each Topping,Jet's Pizza,1.99
Each Topping,Jet's Pizza,5.07
Bold Fold (Premium Mozzarella Cheese & Bold Pepperoni NY Style Pizza),Jet's Pizza,12.69
Original Bread,Jet's Pizza,5.99
Deep Dish Bread,Jet's Pizza,5.99
Jet’s Triple Cheese Turbo Stix®,Jet's Pizza,5.99
Add Pepperoni or Bacon to any Bread,Jet's Pizza,1.00
Jets Wings ,Jet's Pizza,6.99
Boneless Chicken,Jet's Pizza,6.99
"Antipasto, Chef, Garden or Greek Salad",Jet's Pizza,5.49
"Antipasto, Chef, Garden or Greek Salad",Jet's Pizza,7.49
"Antipasto, Chef, Garden or Greek Salad",Jet's Pizza,20.99
"Antipasto, Chef, Garden or Greek Salad",Jet's Pizza,39.99
"Italian, Ham & Cheese or Turkey Jetzee",Jet's Pizza,4.00
"Italian, Ham & Cheese or Turkey Jetzee",Jet's Pizza,6.99
"Italian, Ham & Cheese or Turkey Jetzee",Jet's Pizza,23.96
"Italian, Ham & Cheese or Turkey Jetzee",Jet's Pizza,45.99
"Steak & Cheese, Veggie, Grilled Chicken, Chicken Parmesan, Pizza or Meatball Jetzee",Jet's Pizza,4.00
"Steak & Cheese, Veggie, Grilled Chicken, Chicken Parmesan, Pizza or Meatball Jetzee",Jet's Pizza,6.99
Jet’s Boat™ (Premium Mozzarella Cheese & 1 Topping),Jet's Pizza,6.99
Cinnamon Stix ,Jet's Pizza,4.99
Icing Packet ,Jet's Pizza,0.60
"Side Jalapeno Peppers, Mild Peppers, Black Olives or Parmesan Cheese",Jet's Pizza,0.75
Side Anchovies,Jet's Pizza,1.40
"Ranch, Bleu Cheese, Italian or Greek Dressing",Jet's Pizza,0.75
"Ranch, Italian or Greek Dressing",Jet's Pizza,3.75
"Pizza, Jalapeno Cheese, BBQ, Honey BBQ, Mild or Hot Sauce",Jet's Pizza,0.75
Butter Garlic Sauce,Jet's Pizza,0.59
Fat Free Raspberry ,Jet's Pizza,0.75
Soft Drink,Jet's Pizza,1.59
Soft Drink,Jet's Pizza,2.59
Aquafina Water,Jet's Pizza,1.59
"Pure Leaf Lemon, Extra Sweet or Raspberry ",Jet's Pizza,1.79
Pepe®,Jimmy John's,5.50
Big John®,Jimmy John's,5.50
Totally Tuna®,Jimmy John's,5.50
Turkey Tom®,Jimmy John's,5.50
Vito®,Jimmy John's,5.50
Vegetarian,Jimmy John's,5.50
J.J.B.L.T ,Jimmy John's,5.50
Ham & Cheese,Jimmy John's,4.25
Roast Beef,Jimmy John's,4.25
Tuna Salad,Jimmy John's,4.25
Turkey Breast,Jimmy John's,4.25
"Salami, Capicola, Cheese",Jimmy John's,4.25
Double Provolone,Jimmy John's,4.25
Gourmet Smoked Ham Club,Jimmy John's,6.95
Billy Club®,Jimmy John's,6.95
Italian Night Club®,Jimmy John's,6.95
Hunter’s Club®,Jimmy John's,6.95
Country Club®,Jimmy John's,6.95
Beach Club®,Jimmy John's,6.95
Gourmet Veggie Club®,Jimmy John's,6.95
Bootlegger Club®,Jimmy John's,6.95
Club Tuna®,Jimmy John's,6.95
Club Lulu®,Jimmy John's,6.95
Ultimate Porker™,Jimmy John's,6.95
The J.J. Gargantuan®,Jimmy John's,8.95
Soft Drink,Jimmy John's,1.49
Soft Drink,Jimmy John's,1.99
Dasani® Water,Jimmy John's,1.49
Chocolate Chunk Cookie ,Jimmy John's,1.99
Raisin Oatmeal Cookie,Jimmy John's,1.99
Real Potato Chips,Jimmy John's,1.39
Jumbo Kosher Dill Pickle,Jimmy John's,1.39
5 Sandwiches Platter,Jimmy John's,28.50
10 Sandwiches Platter,Jimmy John's,56.00
Party Sub,Jimmy John's,40.00
Party Sub,Jimmy John's,75.00
Party Sub,Jimmy John's,110.00
Chocolate Chunk Cookie Tray,Jimmy John's,18.00
Raisin Oatmeal Cookie Tray,Jimmy John's,18.00
Six Of Each Cookie Tray,Jimmy John's,18.00
Jumbo Kosher Dill Pickle,Jimmy John's,5.00
"
Chips and Salsa
",JJ's Grill,5.99
"
Fried Pickles
",JJ's Grill,7.29
"
Chips and Queso
",JJ's Grill,6.79
"
Buffalo Wings
",JJ's Grill,"8 – 10.99
16 – 19.99
24 – 28.99"
"
Nuclear Wings
",JJ's Grill,"8 – 10.99
16 – 19.99
24 – 28.99"
"
Edwin Wings
",JJ's Grill,"8 – 10.99
16 – 19.99
24 – 28.99"
"
Jasmine Wings
",JJ's Grill,"8 – 10.99
16 – 19.99
24 – 28.99"
"
Cheese Fries
",JJ's Grill,9.49
"
Nachos
",JJ's Grill,9.99
"
Loaded Queso
",JJ's Grill,9.99
"
Little Salad
",JJ's Grill,5.29
"
Southwest Chicken Salad
",JJ's Grill,12.49
"
Asian Chicken Salad
",JJ's Grill,12.49
"
Big Country Fried Chicken Salad
",JJ's Grill,11.99
"
Cobb Salad
",JJ's Grill,11.49
"
Chipotle Turkey Melt Sandwich
",JJ's Grill,10.99
"
Club Sandwich
",JJ's Grill,10.99
"
Chicken n’ Pickles
",JJ's Grill,11.49
"
Ranch Chicken Clubhouse
",JJ's Grill,11.99
"
Blackened Chicken Sandwich
",JJ's Grill,12.49
"
Philly Cheese Steak
",JJ's Grill,11.99
"
Catfish Nuggets
",JJ's Grill,10.99
"
Chicken Strip Basket
",JJ's Grill,10.99
"
Grilled Chicken Chipotle Wrap
",JJ's Grill,11.49
"
JJ’s Chicken Wrap
",JJ's Grill,11.49
"
JJ’s World-Famous Cheeseburger
",JJ's Grill,11.49
"
Cheeseburger
",JJ's Grill,10.49
"
Big Bad Jack Burger
",JJ's Grill,13.49
"
Western Burger
",JJ's Grill,11.49
"
Bleu Shroom Burger
",JJ's Grill,11.99
"
Mushroom Swiss Burger
",JJ's Grill,11.99
"
Bacon Cheddar Burger
",JJ's Grill,11.49
"
Guacamole Burger
",JJ's Grill,12.49
"
Fried Jalapeno Burger
",JJ's Grill,11.49
"
Fried Egg Burger
",JJ's Grill,12.99
"
Patty Melt
",JJ's Grill,10.99
"
Street Tacos
",JJ's Grill,10.99
"
Cheeseburger Sliders
",JJ's Grill,10.99
"
Southwest Grilled Catfish
",JJ's Grill,15.29
"
Chicken Fried Steak or Chicken
",JJ's Grill,13.99
"
Fish N’ Chips
",JJ's Grill,15.29
"
Fried Catfish
",JJ's Grill,14.59
"
Cup of Soup and Little Salad
",JJ's Grill,7.99
"
Cheesy Chicken Tortilla Soup
",JJ's Grill,"Cup – 4.29
Bowl – 6.29"
"
Hand-Cut Home Fries
",JJ's Grill,1.99
"
Homemade Tater Chips
",JJ's Grill,1.99
"
Sweet Potato Fries
",JJ's Grill,1.99
"
Homemade Onion Rings
",JJ's Grill,1.99
"
Baked Mac n’ Cheese
",JJ's Grill,1.99
"
Roadhouse Spuds
",JJ's Grill,1.99
"
Fried Jalapenos
",JJ's Grill,1.99
"
Fried Pickles
",JJ's Grill,1.99
"
Grilled Veggies
",JJ's Grill,1.99
"
Broccoli Salad
",JJ's Grill,1.99
"
Little Salad
",JJ's Grill,1.99
"
Homemade Cheesecake
",JJ's Grill,7.29
Chicken Tenders,Joe’s Crab Shack,13.79
Pasta Alfredo ,Joe’s Crab Shack,15.99
Joe’s Top Sirloin,Joe’s Crab Shack,16.99
New York Strip,Joe’s Crab Shack,24.99
Grilled Herb Chicken,Joe’s Crab Shack,13.79
Land And Sea,Joe’s Crab Shack,20.99
The Steamer,Joe’s Crab Shack,21.99
Cajun Steampot,Joe’s Crab Shack,29.99
Joe’s Classic,Joe’s Crab Shack,29.99
The Atlantic,Joe’s Crab Shack,32.79
Crab Cake Sandwich,Joe’s Crab Shack,12.29
Chicken Sandwich,Joe’s Crab Shack,11.19
Crispy Shrimp Po’Boy ,Joe’s Crab Shack,11.29
 All-American Burger,Joe’s Crab Shack,10.59
"Blackened Shrimp, Mahi Mahi or Chicken Tacos",Joe’s Crab Shack,12.99
 Chicken Voodoo Chicken Po’Boy,Joe’s Crab Shack,10.49
Dungeness,Joe’s Crab Shack,33.79
Queen,Joe’s Crab Shack,33.99
Snow,Joe’s Crab Shack,29.99
Crab Daddy Feast,Joe’s Crab Shack,37.99
Seasonal Vegetables,Joe’s Crab Shack,2.99
Homemade Mac& Cheese ,Joe’s Crab Shack,4.99
French Fries ,Joe’s Crab Shack,2.99
Hushpuppies,Joe’s Crab Shack,2.99
Red Beans & Rice ,Joe’s Crab Shack,3.99
Sweet Potato Fries ,Joe’s Crab Shack,3.99
Mashed Potatoes,Joe’s Crab Shack,2.99
Coleslaw,Joe’s Crab Shack,2.99
Corn & Potatoes,Joe’s Crab Shack,4.99
White Or Dirty Rice ,Joe’s Crab Shack,2.99
Snow Crab,Joe’s Crab Shack,11.00
Crab Cake,Joe’s Crab Shack,9.00
Dungeness Crab,Joe’s Crab Shack,11.00
Queen Crab,Joe’s Crab Shack,13.00
 Shrimp,Joe’s Crab Shack,10.00
Clams,Joe’s Crab Shack,6.00
Mussels,Joe’s Crab Shack,6.00
Cedar Roasted Salmon,Joe’s Crab Shack,18.49
Catfish,Joe’s Crab Shack,17.49
Redfish ‘N Lobster	,Joe’s Crab Shack,19.99
Crab Cake Dinner ,Joe’s Crab Shack,19.99
Fish & Chips,Joe’s Crab Shack,14.49
Fisherman’s Choice,Joe’s Crab Shack,18.49
Shrimp Sampler,Joe’s Crab Shack,19.99
Paradise Platter ,Joe’s Crab Shack,20.99
Lobster Tails,Joe’s Crab Shack,23.99
East Coast Platter ,Joe’s Crab Shack,19.99
Triton’s Trio,Joe’s Crab Shack,34.99
Captain’s Plate,Joe’s Crab Shack,24.99
Coconut,Joe’s Crab Shack,15.99
Crispy,Joe’s Crab Shack,14.99
Shrimp And Fish,Joe’s Crab Shack,15.49
Grilled Shrimp Skewers,Joe’s Crab Shack,12.49
Shrimp Trio,Joe’s Crab Shack,16.99
Joe’s Classic Sampler,Joe’s Crab Shack,12.99
Crab And Shrimp Dip,Joe’s Crab Shack,9.99
Great Balls Of Fire,Joe’s Crab Shack,8.29
Crispy Calamari,Joe’s Crab Shack,8.99
Garlicky Mussels,Joe’s Crab Shack,9.99
Garlic Bread,Joe’s Crab Shack,3.99
Voodoo Chicken Bites,Joe’s Crab Shack,9.29
Peel ‘N Eat Shrimp,Joe’s Crab Shack,10.49
Peel ‘N Eat Shrimp,Joe’s Crab Shack,19.49
Crab Stuffed Mushrooms,Joe’s Crab Shack,9.29
Crab Nachos,Joe’s Crab Shack,11.99
Dynamite Shrimp,Joe’s Crab Shack,9.99
Mozzarella Bricks,Joe’s Crab Shack,8.99
New England Clam Chowder,Joe’s Crab Shack,3.99
New England Clam Chowder,Joe’s Crab Shack,5.99
Seafood Gumbo,Joe’s Crab Shack,3.99
Seafood Gumbo,Joe’s Crab Shack,5.99
Classic Caesar,Joe’s Crab Shack,9.99
Joe’s Garden,Joe’s Crab Shack,9.99
"Adults
Ages 13+",John's Incredible Pizza,12.99
"Seniors
Ages 55+",John's Incredible Pizza,11.99
"Kids
2 & Under",John's Incredible Pizza,"FREE
with paying adult"
"Kids
Ages 3-6",John's Incredible Pizza,5.99
"Kids
Ages 7-12",John's Incredible Pizza,8.49
Adults,John's Incredible Pizza,8.99
Seniors,John's Incredible Pizza,7.99
"All You Can Drink (Soft Drinks • Iced Teas • Coffee • Espresso • Lattes
Cappuccinos • Hot Chocolate)",John's Incredible Pizza,2.29
Beer (regular),John's Incredible Pizza,6.99
Beer (large),John's Incredible Pizza,8.99
Wine (By The Glass),John's Incredible Pizza,9.49
Margaritas,John's Incredible Pizza,7.99
Gluten-Free Pizza 10″,John's Incredible Pizza,3.99
Vanilla or Chocolate Cake (plain),John's Incredible Pizza,21.99
Vanilla or Chocolate Cake (birthday),John's Incredible Pizza,23.99
Express Entrance (Skip the line – online purchase only),John's Incredible Pizza,Extra 5.00 per person
"John’s Incredible Annual Pass
1 Visit each month for 12 months.
Includes our All You Can Eat Buffet + Unlimited Beverages",John's Incredible Pizza,65.00 per person
"Late Night Play Only
Friday & Saturday, 10:30pm – Close
Includes Admission & $10 FunCard",John's Incredible Pizza,10.00 per person
Walk-In Party Pack ($20 FunCard Each Guest),John's Incredible Pizza,Price For 8 200.00
Additional Guest After 8 Guests,John's Incredible Pizza,25.00
The Original,Johnny Rockets,4.59
The #12,Johnny Rockets,5.19
The Houston,Johnny Rockets,5.59
Smoke House,Johnny Rockets,5.99
Smoke House,Johnny Rockets,7.09
Route 66,Johnny Rockets,5.69
Rocket,Johnny Rockets,5.19
Rocket,Johnny Rockets,6.29
The Streamliner®,Johnny Rockets,5.19
Bacon Cheddar,Johnny Rockets,5.99
Bacon Cheddar,Johnny Rockets,7.09
Chicken Tenders,Johnny Rockets,5.89
Chicken Club Sandwich,Johnny Rockets,6.29
Grilled Chicken Breast Sandwich,Johnny Rockets,5.69
Tuna Salad Sandwich,Johnny Rockets,5.19
BLT Sandwich,Johnny Rockets,5.09
Hot Dog,Johnny Rockets,3.19
Chili Cheese Dog,Johnny Rockets,4.39
Grilled or Crispy Chicken Club Salad,Johnny Rockets,6.29
Garden Salad,Johnny Rockets,4.09
Patty Melt,Johnny Rockets,5.89
Tuna Melt,Johnny Rockets,5.99
BBQ Chicken Bacon Melt,Johnny Rockets,6.79
Grilled Cheese,Johnny Rockets,3.99
Philly Cheese steak,Johnny Rockets,6.09
Chicken Philly Cheese steak,Johnny Rockets,6.09
Kids Mini Hamburgers Meal,Johnny Rockets,5.09
Kids Chicken Tenders Meal,Johnny Rockets,5.19
Kids Mini Hot Dog Meal,Johnny Rockets,4.99
Kids Grilled Cheese Meal,Johnny Rockets,4.89
Original Shakes & Malts,Johnny Rockets,4.29
Deluxe Shakes & Malts,Johnny Rockets,4.69
Super Deluxe Shakes & Malts,Johnny Rockets,5.09
Floats,Johnny Rockets,3.69
Kids Original Shakes & Malts,Johnny Rockets,3.09
Kids Deluxe Shakes & Malts,Johnny Rockets,3.19
American Fries,Johnny Rockets,2.19
Onion Rings,Johnny Rockets,3.29
½ Rings & ½ Fries,Johnny Rockets,3.19
Sweet Potato Fries,Johnny Rockets,3.39
Chili Bowl,Johnny Rockets,3.39
Cheese Fries,Johnny Rockets,3.29
Chili Cheese Fries,Johnny Rockets,3.49
Bacon Cheese Fries,Johnny Rockets,3.49
Soda Pop & More,Johnny Rockets,1.79
Milk,Johnny Rockets,1.79
Other Beverage,Johnny Rockets,1.59
Flavor Shots,Johnny Rockets,0.39
Vanilla Ice Cream,Johnny Rockets,1.59
Super Sundae,Johnny Rockets,3.59
"
Espinaca Togo
",Jose Peppers,4.99
"
Chile Con Queso
",Jose Peppers,4.99
"
Guacamole Dip
",Jose Peppers,6.99
"
Signature Nachos
",Jose Peppers,9.49
"
Mini Chimichangas
",Jose Peppers,8.99
"
Steak & Goat Cheese Towers
",Jose Peppers,10.99
"
Jumbo Stuffed Jalapeños
",Jose Peppers,"Two – 5.99
Four – 9.99"
"
Char-Grilled Chicken Quesadilla
",Jose Peppers,9.49
"
Char-Grilled Skirt Steak Quesadilla
",Jose Peppers,9.99
"
California Quesadilla
",Jose Peppers,9.99
"
Cheese Quesadilla
",Jose Peppers,7.49
"
Parmesan Crusted Shrimp Quesadilla
",Jose Peppers,11.99
"
Parmesan Vegetable Quesadilla
",Jose Peppers,9.49
"
Cheese Crisp Salad
",Jose Peppers,10.49
"
Taco Salad
",Jose Peppers,9.49
"
Coconut Chicken Salad
",Jose Peppers,10.49
"
Santa Fe Cobb Salad
",Jose Peppers,10.49
"
Tortilla Soup
",Jose Peppers,5.99
"
Jose Burger
",Jose Peppers,8.99
"
Cheese Burger
",Jose Peppers,8.99
"
Chicken Sandwich
",Jose Peppers,9.49
"
Pollo Magnifico
",Jose Peppers,11.99
"
Flautas
",Jose Peppers,10.29
"
Blackened Chicken Verde
",Jose Peppers,12.29
"
Carnitas Tamales
",Jose Peppers,10.49
"
Roasted Poblano Pepper
",Jose Peppers,10.49
"
Grilled Mahi Tacos
",Jose Peppers,12.29
"
Tacos Al Carbon
",Jose Peppers,12.29
"
Shrimp Tacos
",Jose Peppers,12.29
"
Corona Shrimp Tacos
",Jose Peppers,12.29
"
Carnitas Tacos
",Jose Peppers,8.99
"
Soft Taco Platter
",Jose Peppers,"Flame-grilled Chicken – 8.99
Seasoned Shredded Chicken – 8.99
Ground Beef – 8.99
Grilled Skirt Steak – 9.49"
"
Crispy Taco Platter
",Jose Peppers,8.99
"
Chicken & Avocado Enchiladas
",Jose Peppers,11.99
"
Creamy Steak Enchiladas
",Jose Peppers,12.49
"
Crab And Shrimp Enchiladas
",Jose Peppers,12.99
"
Enchiladas Especial
",Jose Peppers,11.49
"
Spinada Enchiladas
",Jose Peppers,9.99
"
Enchilada Trio
",Jose Peppers,11.49
"
Traditional Enchilada Platter
",Jose Peppers,"Cheese & Onion – 8.49
Seasoned Chicken – 9.49
Ground Beef – 9.49
Pork Carnita – 9.49"
"
Chicken And Chorizo Burrito
",Jose Peppers,12.29
"
Monterey Chicken Burrito
",Jose Peppers,11.99
"
Baja Burrito
",Jose Peppers,12.29
"
Grande Ccq Burrito
",Jose Peppers,11.99
"
Carnitas Burrito Platter
",Jose Peppers,11.99
"
Traditional Burrito Platters
",Jose Peppers,"Refried Bean and Cheese – 7.99
Seasoned Shredded Chicken – 8.99
Ground Beef – 8.99"
"
Burrito Bowl
",Jose Peppers,10.29
"
Mahi Burrito Bowl
",Jose Peppers,12.29
"
Nacho-Ordinary Chimichanga
",Jose Peppers,11.99
"
Carnitas Chimichanga
",Jose Peppers,11.99
"
Traditional Chimichanga
",Jose Peppers,9.99
"
Chicken Chimichanga
",Jose Peppers,9.99
"
Grilled Chicken
",Jose Peppers,14.99
"
Grilled Skirt Steak
",Jose Peppers,15.99
"
Grilled Jumbo Tail On Shrimp
",Jose Peppers,16.29
"
Grilled Vegetable
",Jose Peppers,12.99
"
Fajitas Del Trio
",Jose Peppers,18.99
"
Combo 1
",Jose Peppers,11.49
"
Combo 2
",Jose Peppers,11.99
"
Combo 3
",Jose Peppers,11.99
"
Combo 4
",Jose Peppers,11.99
"
Combo 5
",Jose Peppers,11.99
"
Mini Turkey Corndogs
",Jose Peppers,5.99
"
Annie’s Macaroni-N-Cheese
",Jose Peppers,5.99
"
Chicken Tenderloins
",Jose Peppers,5.99
"
Hamburger
",Jose Peppers,5.99
"
Cheese Burger
",Jose Peppers,5.99
"
Cheese Quesadilla
",Jose Peppers,5.99
"
Grilled Cheese
",Jose Peppers,5.99
"
Grilled Chicken Breast
",Jose Peppers,5.99
"
Soft Beef Taco
",Jose Peppers,5.99
"
Mini Tacos
",Jose Peppers,5.99
"
Refried Bean And Cheese Burrito
",Jose Peppers,5.99
"
Cheese Enchilada
",Jose Peppers,5.99
"
Chips & Salsa
",Jose Tejas,2.98
"
Guacamole
",Jose Tejas,5.96
"
Tejas Chicken
",Jose Tejas,6.96
"
Blackened Chicken Fingers
",Jose Tejas,6.96
"
Louisiana Gumbo
",Jose Tejas,5.98
"
House Salad
",Jose Tejas,6.98
"
Burros
",Jose Tejas,9.96
"
Enchiladas
",Jose Tejas,9.87
"
Blackened Salmon Tacos
",Jose Tejas,15.94
"
Chicken Bandera
",Jose Tejas,13.96
"
Grilled Chipotle Salmon
",Jose Tejas,18.97
"
Blackened Salmon
",Jose Tejas,18.87
"
Blackened Chicken
",Jose Tejas,10.97
"
Gaucho Chicken
",Jose Tejas,11.47
"
Corn And Black Bean Empanadas
",Jose Tejas,9.98
"
Chicken Fajitas
",Jose Tejas,16.98
"
Beef Fajitas
",Jose Tejas,16.98
"
Blackened Chicken Fajitas
",Jose Tejas,16.98
"
Half & Half Fajitas
",Jose Tejas,16.98
"
Bean Burro Veg
",Jose Tejas,9.96
"
Corn And Black Bean Empanadas
",Jose Tejas,9.98
"
Jambalaya
",Jose Tejas,3.75
"
Black Beans
",Jose Tejas,0.95
"
Jose’s Rice
",Jose Tejas,0.95
"
White Rice
",Jose Tejas,0.95
"
Extra Fajita Cold Set
",Jose Tejas,1.98
"
Extra Side Of Tortillas
",Jose Tejas,0.95
"
Extra Guacamole
",Jose Tejas,0.95
"
Extra Sour Cream
",Jose Tejas,0.75
"
Extra Salsa
",Jose Tejas,0.95
"
Extra Dressing
",Jose Tejas,0.95
"
Extra Chimi Verde Sauce
",Jose Tejas,1.48
"
Chicken Fingers
",Jose Tejas,6.98
"
Margarita Grande
",Jose Tejas,32 Fl Oz – 18.00
"
Our Traditional House Made Sangria
",Jose Tejas,32 Fl Oz – 18.00
"
Take Home – 4 Pack Beer
",Jose Tejas,10.00
"
Mix ‘N Match – 4 Pack Beer
",Jose Tejas,10.00
"
Chicken Taco

One soft or hard shell taco with chicken, lettuce, cheese & tomato.",Juan Pollo,2.50
"
Soft Taco Platter

Three soft tacos with chicken, lettuce, cheese & tomato.",Juan Pollo,6.99
"
Juan’s Big Burrito

One pound burrito with chicken, beans, rice, lettuce & cheese.",Juan Pollo,8.50
"
Chicken Salad

Chicken breast, lettuce, cheese, tomato, carrots, red cabbage & dressing.",Juan Pollo,9.50
"
Juan’s Big Bowl

Shredded chicken, rice, beans, cheese, green onions & tortillas.",Juan Pollo,7.99
"
Thigh & Leg Meal

Choice of two small sides.",Juan Pollo,7.99
"
Breast & Wing Meal

Choice of two small sides.",Juan Pollo,8.25
"
Half Chicken Meal

Choice of two small sides.",Juan Pollo,9.99
"
Party Pak 1

6 Chickens
(1) Quarter-Pan Rice
(1) Quarter-Pan Beans
(1) Quarter-Pan Potato Salad
(1) Quarter-Pan Green Salad",Juan Pollo,Feeds 20 – 139.00
"
Party Pak 2

9 Chickens
(1) Half-Pan Rice
(1) Half-Pan Beans
(1) Half-Pan Potato Salad
(1) Half-Pan Green Salad",Juan Pollo,Feeds 30 – 199.00
"
Party Pak 3

18 Chickens
(2) Half-Pan Rice
(2) Half-Pan Beans
(2) Half-Pan Potato Salad
(2) Half-Pan Green Salad",Juan Pollo,Feeds 60 – 399.00
"
Mini Pak

(1) Chicken
(3) Medium sides",Juan Pollo,Feeds 3-4 – 20.99
"
Family Pak

(2) Chickens
(3) Large sides",Juan Pollo,Feeds 5-8 – 38.50
"
Jumbo Pak

(3) Chickens
(3) X-Large sides",Juan Pollo,Feeds 9-12 – 58.99
"
Rice
",Juan Pollo,"Small – 2.75
Medium – 4.50
Large – 6.50
X-Large – 10.99
Quarter-Pan – 20.00
Half-Pan – 35.00"
